id,reconcile,code,name,company_id/id,user_type_id/id,tag_ids/id
__setup__.account_100000,FALSE,100000,Capital,base.main_company,account.data_account_type_equity,
__setup__.account_110000,FALSE,110000,Primes d'emission,base.main_company,account.data_account_type_equity,
__setup__.account_130000,FALSE,130000,Réserve legale,base.main_company,account.data_account_type_equity,
__setup__.account_132000,FALSE,132000,Réserves immunisées,base.main_company,account.data_account_type_equity,
__setup__.account_132020,FALSE,132020,Réserves immunisées  remploi plus values,base.main_company,account.data_account_type_equity,
__setup__.account_132030,FALSE,132030,Réserves immunisées tax shelter,base.main_company,account.data_account_type_equity,
__setup__.account_133000,FALSE,133000,Réserves disponibles,base.main_company,account.data_account_type_equity,
__setup__.account_140000,FALSE,140000,Bénéfice reporté,base.main_company,account.data_account_type_equity,
__setup__.account_150000,FALSE,150000,Subsides obtenus,base.main_company,account.data_account_type_equity,
__setup__.account_151000,FALSE,151000,Subsides : montants transférés aux résultats,base.main_company,account.data_account_type_equity,
__setup__.account_160000,FALSE,160000,Provisions pensions et droits similaires,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_160001,FALSE,160001,Provisions assurances groupe,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_165900,FALSE,165900,Provisions pour autres risques et charges,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_165910,FALSE,165910,Provisions ristournes clients,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_168000,FALSE,168000,Impôts différés sur subsides,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_168010,FALSE,168010,Quotité impôts différés transférés en résultat,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_168100,FALSE,168100,Impôts différés sur plus values,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_168110,FALSE,168110,Quotité impôts différés transférés en résultat,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_172100,FALSE,172100,Dettes de location-financement de biens mobiliers,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173000,FALSE,173000,Crédit investissement BELFIUS 181920,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173180,FALSE,173180,Crédit investissement  CBC 140m villers,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173185,FALSE,173185,Crédit investissement ING 140m villers,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173190,FALSE,173190,Crédit investissement  BNP villers,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173192,FALSE,173192,Crédit investissement  ING villers,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173194,FALSE,173194,Crédit investissement  CBC villers,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173195,FALSE,173195,Crédit investissement  ING terrain 3,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173300,FALSE,173300,Financements véhicules utilitaires - dettes à plus d'un an,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173310,FALSE,173310,Financements véhicules mixtes - dettes à plus d'un an,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173320,FALSE,173320,Financements autres - dettes à plus d'un an,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_200000,FALSE,200000,Frais de constitution et d'augmentation de capital,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_200900,FALSE,200900,Amortissements sur frais de constitution et d'augmentation de capital,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_204910,FALSE,204910,Formation personnel,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_204919,FALSE,204919,Amortissements  format°personnel,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_211100,FALSE,211100,Logiciels,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_211109,FALSE,211109,Amortissements sur  logiciels,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_212000,FALSE,212000,Goodwill,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_212009,FALSE,212009,Amortissements sur  goodwill,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_220020,FALSE,220020,Terrain villers / fize,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_220920,FALSE,220920,Réduction de valeur terrain villers,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_221009,FALSE,221009,Amortissements sur  achat immeuble,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_221500,FALSE,221500,Batiment villers / fize,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_221509,FALSE,221509,Amortissements sur  s/bat.villers fire,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_240000,FALSE,240000,Materiel et mob de bureau,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_240009,FALSE,240009,Amortissements sur  s/materiel et mob,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_240010,FALSE,240010,Mat & instal informatique,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_240019,FALSE,240019,Amortissements sur  s/mat informatique,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_241000,FALSE,241000,Materiel roulant,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_241009,FALSE,241009,Amortissements sur  s/materiel roulant,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_242000,FALSE,242000,Materiel d'exploitation,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_242009,FALSE,242009,Amortissements sur  s/mat d'exploit.,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_280000,FALSE,280000,Participations,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_288000,FALSE,288000,Cautions,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_310000,FALSE,310000,Stock fournitures,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_340000,FALSE,340000,Stock marchandises,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_340001,FALSE,340001,Facturescomptabilisées d'avance,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_349000,FALSE,349000,Réduction de valeur stock marchandises,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_360000,FALSE,360000,Acomptes versés sur achats pour stocks,base.main_company,account.data_account_type_current_assets,
__setup__.account_400000,TRUE,400000,Clients,base.main_company,account.data_account_type_receivable,
__setup__.account_401500,TRUE,401500,Domiciliation clients,base.main_company,account.data_account_type_receivable,
__setup__.account_404000,TRUE,404000,Factures à établir,base.main_company,account.data_account_type_receivable,
__setup__.account_404100,TRUE,404100,Note de crédit à recevoir,base.main_company,account.data_account_type_receivable,
__setup__.account_406000,TRUE,406000,Acomptes verses aux fns,base.main_company,account.data_account_type_receivable,
__setup__.account_407000,TRUE,407000,Clients douteux,base.main_company,account.data_account_type_receivable,
__setup__.account_409009,TRUE,409009,Réductions de valeurs actées créances douteuses,base.main_company,account.data_account_type_receivable,
__setup__.account_411000,FALSE,411000,TVA a récupérer,base.main_company,account.data_account_type_current_assets,
__setup__.account_411015,FALSE,411015,TVA sur financier,base.main_company,account.data_account_type_current_assets,
__setup__.account_411900,FALSE,411900,TVA à régulariser,base.main_company,account.data_account_type_current_assets,
__setup__.account_412000,FALSE,412000,Impôts belges sur le résultat,base.main_company,account.data_account_type_current_assets,
__setup__.account_412500,FALSE,412500,Autres impôts belges,base.main_company,account.data_account_type_current_assets,
__setup__.account_416100,FALSE,416100,Avances et prêts au personnel,base.main_company,account.data_account_type_current_assets,
__setup__.account_416150,FALSE,416150,Compte courant Souverain,base.main_company,account.data_account_type_current_assets,
__setup__.account_416700,FALSE,416700,Prêt producteur film,base.main_company,account.data_account_type_current_assets,
__setup__.account_416710,FALSE,416710,Autres créances,base.main_company,account.data_account_type_current_assets,
__setup__.account_416800,FALSE,416800,Débiteurs divers,base.main_company,account.data_account_type_current_assets,
__setup__.account_419000,FALSE,419000,Réductions de valeur sur autres créances,base.main_company,account.data_account_type_current_assets,
__setup__.account_423000,FALSE,423000,Crédit investissement BELFIUS 181920,base.main_company,account.data_account_type_current_assets,
__setup__.account_423010,FALSE,423010,Crédit investissement  ING 620M,base.main_company,account.data_account_type_current_assets,
__setup__.account_423170,FALSE,423170,CR.INV.CBC 150M COPHARDEL,base.main_company,account.data_account_type_current_assets,
__setup__.account_423180,FALSE,423180,Crédit investissement  CBC 140m villers,base.main_company,account.data_account_type_current_assets,
__setup__.account_423185,FALSE,423185,Crédit investissement ING 140m villers,base.main_company,account.data_account_type_current_assets,
__setup__.account_423190,FALSE,423190,Crédit investissement  BNP villers,base.main_company,account.data_account_type_current_assets,
__setup__.account_423192,FALSE,423192,Crédit investissement  ING villers,base.main_company,account.data_account_type_current_assets,
__setup__.account_423194,FALSE,423194,Crédit investissement  CBC villers,base.main_company,account.data_account_type_current_assets,
__setup__.account_423195,FALSE,423195,Crédit investissement  ING terrain 3,base.main_company,account.data_account_type_current_assets,
__setup__.account_423300,FALSE,423300,Fin court terme véhicules utilitaires,base.main_company,account.data_account_type_current_assets,
__setup__.account_423310,FALSE,423310,Fin court terme véhicules mixtes,base.main_company,account.data_account_type_current_assets,
__setup__.account_423320,FALSE,423320,Fin court terme autres,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_430000,FALSE,430000,Etablissements de crédit. Emprunts en compte à terme fixe,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_433500,FALSE,433500,Intérêts et frais a payer,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_440000,TRUE,440000,Fournisseurs marchandises,base.main_company,account.data_account_type_payable,
__setup__.account_440100,TRUE,440100,Fournisseurs divers,base.main_company,account.data_account_type_payable,
__setup__.account_440200,TRUE,440200,Personnel notes de frais,base.main_company,account.data_account_type_payable,
__setup__.account_444000,TRUE,444000,Factures à recevoir,base.main_company,account.data_account_type_payable,
__setup__.account_444100,TRUE,444100,Note de crédit à établir,base.main_company,account.data_account_type_payable,
__setup__.account_446000,TRUE,446000,Acomptes reçus,base.main_company,account.data_account_type_payable,
__setup__.account_450000,FALSE,450000,Dette fiscale estimée,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_451000,FALSE,451000,TVA a payer,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_451200,FALSE,451200,TVA achats CEE,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_451400,FALSE,451400,TVA achat cocontractant,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_451800,FALSE,451800,Compte courant TVA,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_451900,FALSE,451900,TVA a régulariser,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_452000,FALSE,452000,Impôts à payer,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_453000,FALSE,453000,Précompte professionnel,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_454000,FALSE,454000,ONSS,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_455000,FALSE,455000,Rémunération a payer,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_456000,FALSE,456000,Provision congés payés,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_459000,FALSE,459000,Provision primes,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_459700,FALSE,459700,Retenue ass.hospitalisation famille,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_471000,FALSE,471000,Dividendes exercice,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_473000,FALSE,473000,Jetons de présence,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_489700,FALSE,489700,Dettes production film,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_489900,FALSE,489900,Compte courant APB à payer,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_490000,FALSE,490000,Charges a reporter,base.main_company,account.data_account_type_current_assets,
__setup__.account_490100,FALSE,490100,Intérêts a reporter,base.main_company,account.data_account_type_current_assets,
__setup__.account_490800,FALSE,490800,Marchandises à recevoir,base.main_company,account.data_account_type_current_assets,
__setup__.account_490810,FALSE,490810,Factures en litige,base.main_company,account.data_account_type_current_assets,
__setup__.account_491000,FALSE,491000,Produits acquis,base.main_company,account.data_account_type_current_assets,
__setup__.account_492000,FALSE,492000,Charges a imputer,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_493000,FALSE,493000,Produits a reporter,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_499000,FALSE,499000,Compte d'attente,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_510700,FALSE,510700,Droits film,base.main_company,account.data_account_type_liquidity,
__setup__.account_510709,FALSE,510709,Réductions de valeur actées droits films,base.main_company,account.data_account_type_liquidity,
__setup__.account_550000,FALSE,550000,ING 340-0307498-46,base.main_company,account.data_account_type_liquidity,
__setup__.account_550001,FALSE,550001,Bank,base.main_company,account.data_account_type_liquidity,
__setup__.account_550002,FALSE,550002,CBC Banque - CC,base.main_company,account.data_account_type_liquidity,
__setup__.account_550003,FALSE,550003,ING Belgium - CC,base.main_company,account.data_account_type_liquidity,
__setup__.account_550004,FALSE,550004,BELFIUS - CC,base.main_company,account.data_account_type_liquidity,
__setup__.account_550005,FALSE,550005,ING livret vert,base.main_company,account.data_account_type_liquidity,
__setup__.account_550005,FALSE,550005,ING livret vert,base.main_company,account.data_account_type_liquidity,
__setup__.account_550006,FALSE,550006,ING Belgium - CE,base.main_company,account.data_account_type_liquidity,
__setup__.account_550007,FALSE,550007,BELFIUS - CE,base.main_company,account.data_account_type_liquidity,
__setup__.account_550010,FALSE,550010,Business account,base.main_company,account.data_account_type_liquidity,
__setup__.account_550040,FALSE,550040,CBC,base.main_company,account.data_account_type_liquidity,
__setup__.account_550050,FALSE,550050,BELFIUS,base.main_company,account.data_account_type_liquidity,
__setup__.account_550051,FALSE,550051,BELFIUS epargne,base.main_company,account.data_account_type_liquidity,
__setup__.account_550060,FALSE,550060,BNP paribas fortis,base.main_company,account.data_account_type_liquidity,
__setup__.account_558000,FALSE,558000,Paiements fournisseurs émis,base.main_company,account.data_account_type_liquidity,
__setup__.account_560100,FALSE,560100,CCP,base.main_company,account.data_account_type_liquidity,
__setup__.account_570100,FALSE,570100,Caisse eur,base.main_company,account.data_account_type_liquidity,
__setup__.account_580000,FALSE,580000,Transfert de fonds,base.main_company,account.data_account_type_current_assets,
__setup__.account_580200,FALSE,580200,Bancontact,base.main_company,account.data_account_type_current_assets,
__setup__.account_601000,TRUE,601000,Achats emballages perdus,base.main_company,account.data_account_type_expenses,
__setup__.account_601900,FALSE,601900,Frais accessoires s/ventes et SAV,base.main_company,account.data_account_type_expenses,
