id,price
__import__.supplierinfo_60422-2755429,79.01
__import__.supplierinfo_60422-6049906,56.87
__import__.supplierinfo_62779-4665643,10.33
__import__.supplierinfo_63771-8002665,8.45
__import__.supplierinfo_65000-5508161,184.25
__import__.supplierinfo_68250-5010545,28.91
__import__.supplierinfo_68250-5802843,25.59
__import__.supplierinfo_68303-5211135,45.60
__import__.supplierinfo_68303-5220045,14.40
__import__.supplierinfo_73657-8243618,23.13
__import__.supplierinfo_77316-5272460,20.03
__import__.supplierinfo_77316-8044787,5.20
__import__.supplierinfo_77316-8222941,6.58
__import__.supplierinfo_77316-8381823,3.24
__import__.supplierinfo_77690-5512038,52.17
__import__.supplierinfo_79000-8071258,221.52
__import__.supplierinfo_79000-8213267,114.96
__import__.supplierinfo_79001-1077486,3.67
__import__.supplierinfo_79001-6615607,6.10
__import__.supplierinfo_79001-6655541,26.54
__import__.supplierinfo_79001-6701991,9.38
__import__.supplierinfo_79001-6706008,39.83
__import__.supplierinfo_79001-6771431,10.30
__import__.supplierinfo_79001-6775854,43.84
__import__.supplierinfo_79001-6789827,49.50
__import__.supplierinfo_79001-6833416,288.41
__import__.supplierinfo_79001-6869029,4.10
__import__.supplierinfo_79001-6902034,4.33
__import__.supplierinfo_79001-6944245,5.81
__import__.supplierinfo_79001-6946818,10.82
__import__.supplierinfo_79001-7074579,9.65
__import__.supplierinfo_79001-7915001,25.32
__import__.supplierinfo_79001-8105632,5.17
__import__.supplierinfo_79001-8126597,14.82
__import__.supplierinfo_79201-0894741,48.00
__import__.supplierinfo_79462-5268505,25.08
__import__.supplierinfo_79462-8020663,1.29
__import__.supplierinfo_81699-6350340,8.99
__import__.supplierinfo_82805-5132692,51.60
__import__.supplierinfo_82805-8279160,499.80
__import__.supplierinfo_82805-8300670,18.00
__import__.supplierinfo_83322-8015188,1.19
__import__.supplierinfo_83322-8026223,3.20
__import__.supplierinfo_83322-8029517,4.95
__import__.supplierinfo_83322-8347476,152.00
__import__.supplierinfo_83322-8388191,0.28
