id,code,name,company_id/id,user_type_id/id,tag_ids/id
__setup__.account_100000,100000,Capital,base.main_company,account.data_account_type_equity,
__setup__.account_110000,110000,Primes d'emission,base.main_company,account.data_account_type_equity,
__setup__.account_130000,130000,Réserve legale,base.main_company,account.data_account_type_equity,
__setup__.account_132000,132000,Réserves immunisées,base.main_company,account.data_account_type_equity,
__setup__.account_132020,132020,Réserves immunisées  remploi plus values,base.main_company,account.data_account_type_equity,
__setup__.account_132030,132030,Réserves immunisées tax shelter,base.main_company,account.data_account_type_equity,
__setup__.account_133000,133000,Réserves disponibles,base.main_company,account.data_account_type_equity,
__setup__.account_140000,140000,Bénéfice reporté,base.main_company,account.data_account_type_equity,
__setup__.account_150000,150000,Subsides obtenus,base.main_company,account.data_account_type_equity,
__setup__.account_151000,151000,Subsides : montants transférés aux résultats,base.main_company,account.data_account_type_equity,
__setup__.account_160000,160000,Provisions pensions et droits similaires,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_160001,160001,Provisions assurances groupe,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_165900,165900,Provisions pour autres risques et charges,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_165910,165910,Provisions ristournes clients,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_168000,168000,Impôts différés sur subsides,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_168010,168010,Quotité impôts différés transférés en résultat,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_168100,168100,Impôts différés sur plus values,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_168110,168110,Quotité impôts différés transférés en résultat,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_172100,172100,Dettes de location-financement de biens mobiliers,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173000,173000,Crédit investissement BELFIUS 181920,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173180,173180,Crédit investissement  CBC 140m villers,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173185,173185,Crédit investissement ING 140m villers,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173190,173190,Crédit investissement  BNP villers,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173192,173192,Crédit investissement  ING villers,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173194,173194,Crédit investissement  CBC villers,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173195,173195,Crédit investissement  ING terrain 3,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173300,173300,Financements véhicules utilitaires - dettes à plus d'un an,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173310,173310,Financements véhicules mixtes - dettes à plus d'un an,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_173320,173320,Financements autres - dettes à plus d'un an,base.main_company,account.data_account_type_non_current_liabilities,
__setup__.account_200000,200000,Frais de constitution et d'augmentation de capital,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_200900,200900,Amortissements sur frais de constitution et d'augmentation de capital,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_204910,204910,Formation personnel,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_204919,204919,Amortissements  format°personnel,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_211100,211100,Logiciels,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_211109,211109,Amortissements sur  logiciels,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_212000,212000,Goodwill,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_212009,212009,Amortissements sur  goodwill,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_220020,220020,Terrain villers / fize,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_220920,220920,Réduction de valeur terrain villers,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_221009,221009,Amortissements sur  achat immeuble,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_221500,221500,Batiment villers / fize,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_221509,221509,Amortissements sur  s/bat.villers fire,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_240000,240000,Materiel et mob de bureau,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_240009,240009,Amortissements sur  s/materiel et mob,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_240010,240010,Mat & instal informatique,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_240019,240019,Amortissements sur  s/mat informatique,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_241000,241000,Materiel roulant,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_241009,241009,Amortissements sur  s/materiel roulant,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_242000,242000,Materiel d'exploitation,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_242009,242009,Amortissements sur  s/mat d'exploit.,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_280000,280000,Participations,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_288000,288000,Cautions,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_310000,310000,Stock fournitures,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_340000,340000,Stock marchandises,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_340001,340001,Facturescomptabilisées d'avance,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_349000,349000,Réduction de valeur stock marchandises,base.main_company,account.data_account_type_non_current_assets,
__setup__.account_360000,360000,Acomptes versés sur achats pour stocks,base.main_company,account.data_account_type_current_assets,
__setup__.account_400000,400000,Clients,base.main_company,account.data_account_type_receivable,
__setup__.account_401500,401500,Domiciliation clients,base.main_company,account.data_account_type_receivable,
__setup__.account_404000,404000,Factures à établir,base.main_company,account.data_account_type_receivable,
__setup__.account_404100,404100,Note de crédit à recevoir,base.main_company,account.data_account_type_receivable,
__setup__.account_406000,406000,Acomptes verses aux fns,base.main_company,account.data_account_type_receivable,
__setup__.account_407000,407000,Clients douteux,base.main_company,account.data_account_type_receivable,
__setup__.account_409009,409009,Réductions de valeurs actées créances douteuses,base.main_company,account.data_account_type_receivable,
__setup__.account_411000,411000,TVA a récupérer,base.main_company,account.data_account_type_current_assets,
__setup__.account_411015,411015,TVA sur financier,base.main_company,account.data_account_type_current_assets,
__setup__.account_411900,411900,TVA à régulariser,base.main_company,account.data_account_type_current_assets,
__setup__.account_412000,412000,Impôts belges sur le résultat,base.main_company,account.data_account_type_current_assets,
__setup__.account_412500,412500,Autres impôts belges,base.main_company,account.data_account_type_current_assets,
__setup__.account_416100,416100,Avances et prêts au personnel,base.main_company,account.data_account_type_current_assets,
__setup__.account_416150,416150,Compte courant Souverain,base.main_company,account.data_account_type_current_assets,
__setup__.account_416700,416700,Prêt producteur film,base.main_company,account.data_account_type_current_assets,
__setup__.account_416710,416710,Autres créances,base.main_company,account.data_account_type_current_assets,
__setup__.account_416800,416800,Débiteurs divers,base.main_company,account.data_account_type_current_assets,
__setup__.account_419000,419000,Réductions de valeur sur autres créances,base.main_company,account.data_account_type_current_assets,
__setup__.account_423000,423000,Crédit investissement BELFIUS 181920,base.main_company,account.data_account_type_current_assets,
__setup__.account_423010,423010,Crédit investissement  ING 620M,base.main_company,account.data_account_type_current_assets,
__setup__.account_423170,423170,CR.INV.CBC 150M COPHARDEL,base.main_company,account.data_account_type_current_assets,
__setup__.account_423180,423180,Crédit investissement  CBC 140m villers,base.main_company,account.data_account_type_current_assets,
__setup__.account_423185,423185,Crédit investissement ING 140m villers,base.main_company,account.data_account_type_current_assets,
__setup__.account_423190,423190,Crédit investissement  BNP villers,base.main_company,account.data_account_type_current_assets,
__setup__.account_423192,423192,Crédit investissement  ING villers,base.main_company,account.data_account_type_current_assets,
__setup__.account_423194,423194,Crédit investissement  CBC villers,base.main_company,account.data_account_type_current_assets,
__setup__.account_423195,423195,Crédit investissement  ING terrain 3,base.main_company,account.data_account_type_current_assets,
__setup__.account_423300,423300,Fin court terme véhicules utilitaires,base.main_company,account.data_account_type_current_assets,
__setup__.account_423310,423310,Fin court terme véhicules mixtes,base.main_company,account.data_account_type_current_assets,
__setup__.account_423320,423320,Fin court terme autres,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_430000,430000,Etablissements de crédit. Emprunts en compte à terme fixe,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_433500,433500,Intérêts et frais a payer,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_440000,440000,Fournisseurs marchandises,base.main_company,account.data_account_type_payable,
__setup__.account_440100,440100,Fournisseurs divers,base.main_company,account.data_account_type_payable,
__setup__.account_440200,440200,Personnel notes de frais,base.main_company,account.data_account_type_payable,
__setup__.account_444000,444000,Factures à recevoir,base.main_company,account.data_account_type_payable,
__setup__.account_444100,444100,Note de crédit à établir,base.main_company,account.data_account_type_payable,
__setup__.account_446000,446000,Acomptes reçus,base.main_company,account.data_account_type_payable,
__setup__.account_450000,450000,Dette fiscale estimée,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_451000,451000,TVA a payer,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_451200,451200,TVA achats CEE,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_451400,451400,TVA achat cocontractant,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_451800,451800,Compte courant TVA,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_451900,451900,TVA a régulariser,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_452000,452000,Impôts à payer,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_453000,453000,Précompte professionnel,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_454000,454000,ONSS,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_455000,455000,Rémunération a payer,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_456000,456000,Provision congés payés,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_459000,459000,Provision primes,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_459700,459700,Retenue ass.hospitalisation famille,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_471000,471000,Dividendes exercice,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_473000,473000,Jetons de présence,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_489700,489700,Dettes production film,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_489900,489900,Compte courant APB à payer,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_490000,490000,Charges a reporter,base.main_company,account.data_account_type_current_assets,
__setup__.account_490100,490100,Intérêts a reporter,base.main_company,account.data_account_type_current_assets,
__setup__.account_490800,490800,Marchandises à recevoir,base.main_company,account.data_account_type_current_assets,
__setup__.account_490810,490810,Factures en litige,base.main_company,account.data_account_type_current_assets,
__setup__.account_491000,491000,Produits acquis,base.main_company,account.data_account_type_current_assets,
__setup__.account_492000,492000,Charges a imputer,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_493000,493000,Produits a reporter,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_499000,499000,Compte d'attente,base.main_company,account.data_account_type_current_liabilities,
__setup__.account_510700,510700,Droits film,base.main_company,account.data_account_type_liquidity,
__setup__.account_510709,510709,Réductions de valeur actées droits films,base.main_company,account.data_account_type_liquidity,
__setup__.account_550000,550000,ING 340-0307498-46,base.main_company,account.data_account_type_liquidity,
__setup__.account_550001,550001,Bank,base.main_company,account.data_account_type_liquidity,
__setup__.account_550002,550002,CBC Banque - CC,base.main_company,account.data_account_type_liquidity,
__setup__.account_550003,550003,ING Belgium - CC,base.main_company,account.data_account_type_liquidity,
__setup__.account_550004,550004,BELFIUS - CC,base.main_company,account.data_account_type_liquidity,
__setup__.account_550005,550005,ING livret vert,base.main_company,account.data_account_type_liquidity,
__setup__.account_550005,550005,ING livret vert,base.main_company,account.data_account_type_liquidity,
__setup__.account_550006,550006,ING Belgium - CE,base.main_company,account.data_account_type_liquidity,
__setup__.account_550007,550007,BELFIUS - CE,base.main_company,account.data_account_type_liquidity,
__setup__.account_550010,550010,Business account,base.main_company,account.data_account_type_liquidity,
__setup__.account_550040,550040,CBC,base.main_company,account.data_account_type_liquidity,
__setup__.account_550050,550050,BELFIUS,base.main_company,account.data_account_type_liquidity,
__setup__.account_550051,550051,BELFIUS epargne,base.main_company,account.data_account_type_liquidity,
__setup__.account_550060,550060,BNP paribas fortis,base.main_company,account.data_account_type_liquidity,
__setup__.account_558000,558000,Paiements fournisseurs émis,base.main_company,account.data_account_type_liquidity,
__setup__.account_560100,560100,CCP,base.main_company,account.data_account_type_liquidity,
__setup__.account_570100,570100,Caisse eur,base.main_company,account.data_account_type_liquidity,
__setup__.account_580000,580000,Transfert de fonds,base.main_company,account.data_account_type_current_assets,
__setup__.account_580200,580200,Bancontact,base.main_company,account.data_account_type_current_assets,
__setup__.account_601000,601000,Achats emballages perdus,base.main_company,account.data_account_type_expenses,
__setup__.account_601900,601900,Frais accessoires s/ventes et SAV,base.main_company,account.data_account_type_expenses,
__setup__.account_604000,604000,Achats marchandises,base.main_company,account.data_account_type_expenses,
__setup__.account_604100,604100,Achats marchandises CEE,base.main_company,account.data_account_type_expenses,
__setup__.account_604200,604200,Achats marchandises hors CEE,base.main_company,account.data_account_type_expenses,
__setup__.account_604900,604900,Frais transport achats marchandises,base.main_company,account.data_account_type_expenses,
__setup__.account_608000,608000,RRR obtenus,base.main_company,account.data_account_type_expenses,
__setup__.account_609000,609000,Variation stock marchandises,base.main_company,account.data_account_type_expenses,
__setup__.account_609010,609010,Factures comptabilisées d'avance,base.main_company,account.data_account_type_expenses,
__setup__.account_610010,610010,Location véhicules utilitaires,base.main_company,account.data_account_type_expenses,
__setup__.account_610011,610011,Location véhicules mixtes,base.main_company,account.data_account_type_expenses,
__setup__.account_610020,610020,Location containers,base.main_company,account.data_account_type_expenses,
__setup__.account_610025,610025,Location autre,base.main_company,account.data_account_type_expenses,
__setup__.account_610050,610050,Location mat informatique,base.main_company,account.data_account_type_expenses,
__setup__.account_611000,611000,Entr/rep immeuble interne,base.main_company,account.data_account_type_expenses,
__setup__.account_611001,611001,Entr/rep immeuble par des tiers,base.main_company,account.data_account_type_expenses,
__setup__.account_611100,611100,Entretien matériel de bureau,base.main_company,account.data_account_type_expenses,
__setup__.account_611200,611200,Maintenance informatique,base.main_company,account.data_account_type_expenses,
__setup__.account_611220,611220,Alarme gardiennage,base.main_company,account.data_account_type_expenses,
__setup__.account_611300,611300,Entr/maint matériel d'exploitation,base.main_company,account.data_account_type_expenses,
__setup__.account_611400,611400,Géolocalisation,base.main_company,account.data_account_type_expenses,
__setup__.account_611500,611500,Entr/rep véhicules utilitaires,base.main_company,account.data_account_type_expenses,
__setup__.account_611501,611501,Entr/rep véhicules mixtes,base.main_company,account.data_account_type_expenses,
__setup__.account_612000,612000,Eau,base.main_company,account.data_account_type_expenses,
__setup__.account_612010,612010,Gaz,base.main_company,account.data_account_type_expenses,
__setup__.account_612020,612020,Electricité,base.main_company,account.data_account_type_expenses,
__setup__.account_612030,612030,Carburant véhicules utilitaires,base.main_company,account.data_account_type_expenses,
__setup__.account_612031,612031,Carburant véhicules mixtes,base.main_company,account.data_account_type_expenses,
__setup__.account_612032,612032,Carburant citerne,base.main_company,account.data_account_type_expenses,
__setup__.account_612100,612100,Téléphone / fax,base.main_company,account.data_account_type_expenses,
__setup__.account_612101,612101,Gsm,base.main_company,account.data_account_type_expenses,
__setup__.account_612130,612130,Frais postaux,base.main_company,account.data_account_type_expenses,
__setup__.account_612300,612300,Fournitures bureau et magasin,base.main_company,account.data_account_type_expenses,
__setup__.account_612350,612350,Fournitures informatiques,base.main_company,account.data_account_type_expenses,
__setup__.account_612360,612360,Fournitures diverses,base.main_company,account.data_account_type_expenses,
__setup__.account_612500,612500,Vêtements de travail,base.main_company,account.data_account_type_expenses,
__setup__.account_613100,613100,Assurances incendie,base.main_company,account.data_account_type_expenses,
__setup__.account_613105,613105,Assurances bris de machines,base.main_company,account.data_account_type_expenses,
__setup__.account_613115,613115,Assurances RC dirigeants,base.main_company,account.data_account_type_expenses,
__setup__.account_613120,613120,Assurances vehicules utilitaires,base.main_company,account.data_account_type_expenses,
__setup__.account_613121,613121,Assurances véhicules mixtes,base.main_company,account.data_account_type_expenses,
__setup__.account_613130,613130,Commissions,base.main_company,account.data_account_type_expenses,
__setup__.account_613136,613136,Taxe antibiotique,base.main_company,account.data_account_type_expenses,
__setup__.account_613140,613140,Cotisations professionnelles,base.main_company,account.data_account_type_expenses,
__setup__.account_613150,613150,Publications légales,base.main_company,account.data_account_type_expenses,
__setup__.account_613200,613200,Honoraires juridiques,base.main_company,account.data_account_type_expenses,
__setup__.account_613210,613210,Honoraires réviseur,base.main_company,account.data_account_type_expenses,
__setup__.account_613211,613211,Honoraires expert comptable,base.main_company,account.data_account_type_expenses,
__setup__.account_613220,613220,Honoraires consultants,base.main_company,account.data_account_type_expenses,
__setup__.account_613225,613225,Honoraires traducteur,base.main_company,account.data_account_type_expenses,
__setup__.account_613230,613230,Honoraires securex,base.main_company,account.data_account_type_expenses,
__setup__.account_613255,613255,Honoraires autres,base.main_company,account.data_account_type_expenses,
__setup__.account_613260,613260,Prestations pharmacien,base.main_company,account.data_account_type_expenses,
__setup__.account_613270,613270,Prestations Edenred,base.main_company,account.data_account_type_expenses,
__setup__.account_613275,613275,Prestations autres,base.main_company,account.data_account_type_expenses,
__setup__.account_613290,613290,"Formation du personnel,recyclages",base.main_company,account.data_account_type_expenses,
__setup__.account_613295,613295,"Abonnements, documentation",base.main_company,account.data_account_type_expenses,
__setup__.account_613300,613300,Frais port expéditions,base.main_company,account.data_account_type_expenses,
__setup__.account_613301,613301,Frais transport frais généraux,base.main_company,account.data_account_type_expenses,
__setup__.account_613305,613305,Redevance km camions,base.main_company,account.data_account_type_expenses,
__setup__.account_613310,613310,Voyages à l'etranger,base.main_company,account.data_account_type_expenses,
__setup__.account_613320,613320,Frais propres à l'employeur,base.main_company,account.data_account_type_expenses,
__setup__.account_613330,613330,Frais propres à l'employeur - Km,base.main_company,account.data_account_type_expenses,
__setup__.account_613340,613340,Frais déplacement autres,base.main_company,account.data_account_type_expenses,
__setup__.account_614000,614000,"Publicités, annonces et insertions",base.main_company,account.data_account_type_expenses,
__setup__.account_614010,614010,Newsletters-communication,base.main_company,account.data_account_type_expenses,
__setup__.account_614100,614100,Catalogues-imprimes clients,base.main_company,account.data_account_type_expenses,
__setup__.account_614200,614200,"Echantillons, matériel de  démo",base.main_company,account.data_account_type_expenses,
__setup__.account_614300,614300,Frais de foires et expositions,base.main_company,account.data_account_type_expenses,
__setup__.account_614500,614500,Cadeaux/fleurs,base.main_company,account.data_account_type_expenses,
__setup__.account_614550,614550,Sponsoring,base.main_company,account.data_account_type_expenses,
__setup__.account_614560,614560,Frais de séminaires et formations vétérinaires,base.main_company,account.data_account_type_expenses,
__setup__.account_614600,614600,"Restaurant, représentation",base.main_company,account.data_account_type_expenses,
__setup__.account_614610,614610,Conseils d'administration etassemblées générales,base.main_company,account.data_account_type_expenses,
__setup__.account_615000,615000,Sous traitants livraisons,base.main_company,account.data_account_type_expenses,
__setup__.account_617000,617000,Prestations interimaires,base.main_company,account.data_account_type_expenses,
__setup__.account_618000,618000,Jetons de presence,base.main_company,account.data_account_type_expenses,
__setup__.account_620200,620200,Rémunérations employés  soumis onss,base.main_company,account.data_account_type_expenses,
__setup__.account_620202,620202,Rémunérations employés  non soumis onss,base.main_company,account.data_account_type_expenses,
__setup__.account_620205,620205,Indemnités de rupture employés,base.main_company,account.data_account_type_expenses,
__setup__.account_620210,620210,Pécules de vacances employés,base.main_company,account.data_account_type_expenses,
__setup__.account_620220,620220,Primes employés,base.main_company,account.data_account_type_expenses,
__setup__.account_620221,620221,Dotation provision primes employés,base.main_company,account.data_account_type_expenses,
__setup__.account_620229,620229,Reprise provision primes employés,base.main_company,account.data_account_type_expenses,
__setup__.account_620300,620300,Rémunérations ouvriers soumis onss,base.main_company,account.data_account_type_expenses,
__setup__.account_620302,620302,Rémunérations ouvriers non soumis onss,base.main_company,account.data_account_type_expenses,
__setup__.account_620305,620305,Indemnités de rupture ouvriers,base.main_company,account.data_account_type_expenses,
__setup__.account_620310,620310,Cotisation vacances ouvriers,base.main_company,account.data_account_type_expenses,
__setup__.account_620320,620320,Primes ouvriers,base.main_company,account.data_account_type_expenses,
__setup__.account_620321,620321,Dotation provision primes ouvriers,base.main_company,account.data_account_type_expenses,
__setup__.account_620329,620329,Reprise provisions primes ouvriers,base.main_company,account.data_account_type_expenses,
__setup__.account_620500,620500,Chèques repas,base.main_company,account.data_account_type_expenses,
__setup__.account_620501,620501,Chèques repas intervention personnelle,base.main_company,account.data_account_type_expenses,
__setup__.account_620510,620510,Chèques cadeaux,base.main_company,account.data_account_type_expenses,
__setup__.account_620520,620520,Eco-chèques,base.main_company,account.data_account_type_expenses,
__setup__.account_621200,621200,ONSS patronale employés,base.main_company,account.data_account_type_expenses,
__setup__.account_621300,621300,ONSS patronale ouvriers,base.main_company,account.data_account_type_expenses,
__setup__.account_621301,621301,Onss s/rem.ex.anterieurs,base.main_company,account.data_account_type_expenses,
__setup__.account_621400,621400,Cotisation ONSS 2e pilier pension,base.main_company,account.data_account_type_expenses,
__setup__.account_623000,623000,Assurances loi et RC exploitation,base.main_company,account.data_account_type_expenses,
__setup__.account_623030,623030,Assurances groupe,base.main_company,account.data_account_type_expenses,
__setup__.account_623040,623040,Assurance groupe ensemble du personnel,base.main_company,account.data_account_type_expenses,
__setup__.account_623050,623050,Assurance hospitalisation,base.main_company,account.data_account_type_expenses,
__setup__.account_623320,623320,Dotation provision pécule de vacances,base.main_company,account.data_account_type_expenses,
__setup__.account_623330,623330,Utilisation provision pécule de vacances,base.main_company,account.data_account_type_expenses,
__setup__.account_623500,623500,Frais médicaux et de santé des travailleurs,base.main_company,account.data_account_type_expenses,
__setup__.account_623520,623520,Cantine,base.main_company,account.data_account_type_expenses,
__setup__.account_623521,623521,Voyages collectifs,base.main_company,account.data_account_type_expenses,
__setup__.account_623800,623800,Abonnements sociaux employés,base.main_company,account.data_account_type_expenses,
__setup__.account_623810,623810,Abonnements sociaux ouvriers,base.main_company,account.data_account_type_expenses,
__setup__.account_623820,623820,Déplacements supplémentaires Villers,base.main_company,account.data_account_type_expenses,
__setup__.account_630000,630000,Amortissements,base.main_company,account.data_account_type_expenses,
__setup__.account_631000,631000,Dotation  réduction de valeur sur stock,base.main_company,account.data_account_type_expenses,
__setup__.account_631009,631009,Reprise de réduction de valeur sur stock,base.main_company,account.data_account_type_expenses,
__setup__.account_634000,634000,Dotation  réduction de valeur sur créances,base.main_company,account.data_account_type_expenses,
__setup__.account_634009,634009,Reprise de réduction de valeur sur créances,base.main_company,account.data_account_type_expenses,
__setup__.account_637009,637009,Reprise de réduction de valeur sur risques et charges,base.main_company,account.data_account_type_expenses,
__setup__.account_637010,637010,Dotation provision ristournes clients,base.main_company,account.data_account_type_expenses,
__setup__.account_637019,637019,Reprise provision ristournes clients,base.main_company,account.data_account_type_expenses,
__setup__.account_640000,640000,Taxes sur véhicules utilitaires,base.main_company,account.data_account_type_expenses,
__setup__.account_640001,640001,Taxes sur véhicules mixtes,base.main_company,account.data_account_type_expenses,
__setup__.account_640050,640050,Précompte immobilier,base.main_company,account.data_account_type_expenses,
__setup__.account_640100,640100,Eurovignettes,base.main_company,account.data_account_type_expenses,
__setup__.account_640120,640120,Tva non déductible,base.main_company,account.data_account_type_expenses,
__setup__.account_640200,640200,Taxes,base.main_company,account.data_account_type_expenses,
__setup__.account_640250,640250,Redevances,base.main_company,account.data_account_type_expenses,
__setup__.account_640300,640300,Taxe droit d'auteur art 59al2,base.main_company,account.data_account_type_expenses,
__setup__.account_640400,640400,Cotisation sociale  sociétés,base.main_company,account.data_account_type_expenses,
__setup__.account_641000,641000,Moins values sur réalisation d'actifs immobilisés,base.main_company,account.data_account_type_expenses,
__setup__.account_642000,642000,Moins values sur créances commerciales,base.main_company,account.data_account_type_expenses,
__setup__.account_648000,648000,Autres charges d'exploitation diverses,base.main_company,account.data_account_type_expenses,
__setup__.account_650000,650000,Charges financières sur straight,base.main_company,account.data_account_type_expenses,
__setup__.account_650010,650010,Intérêts comptes courants banques,base.main_company,account.data_account_type_expenses,
__setup__.account_650020,650020,Intérêts financements véhicules,base.main_company,account.data_account_type_expenses,
__setup__.account_650021,650021,Intérêts financements  autres,base.main_company,account.data_account_type_expenses,
__setup__.account_650030,650030,Intérêts sur crédits investissements,base.main_company,account.data_account_type_expenses,
__setup__.account_650040,650040,Intérêts roll over,base.main_company,account.data_account_type_expenses,
__setup__.account_652000,652000,Perte sur actifs circulants,base.main_company,account.data_account_type_expenses,
__setup__.account_653000,653000,Escompte accorde,base.main_company,account.data_account_type_expenses,
__setup__.account_654000,654000,Perte de change,base.main_company,account.data_account_type_expenses,
__setup__.account_655000,655000,Ecart conversion devises,base.main_company,account.data_account_type_expenses,
