id,price
__import__.supplierinfo_60422-0136465,6.22
__import__.supplierinfo_60422-0136481,2.66
__import__.supplierinfo_60422-0136499,2.89
__import__.supplierinfo_60422-0878272,19.40
__import__.supplierinfo_60422-1074194,9.73
__import__.supplierinfo_60422-1182567,6.30
__import__.supplierinfo_60422-1302231,11.51
__import__.supplierinfo_60422-1361179,8.32
__import__.supplierinfo_60422-1421825,8.66
__import__.supplierinfo_60422-1423763,8.60
__import__.supplierinfo_60422-2049146,32.63
__import__.supplierinfo_60422-2357739,3.56
__import__.supplierinfo_60422-2388908,9.02
__import__.supplierinfo_60422-2389153,10.04
__import__.supplierinfo_60422-2401677,50.51
__import__.supplierinfo_60422-2401685,27.42
__import__.supplierinfo_60422-2441376,8.02
__import__.supplierinfo_60422-2451870,23.66
__import__.supplierinfo_60422-2488609,19.34
__import__.supplierinfo_60422-2511780,16.39
__import__.supplierinfo_60422-2549442,18.54
__import__.supplierinfo_60422-2725711,5.97
__import__.supplierinfo_60422-2792141,8.60
__import__.supplierinfo_60422-2859346,21.05
__import__.supplierinfo_60422-2877678,31.61
__import__.supplierinfo_60422-2877777,37.62
__import__.supplierinfo_60422-2877793,9.69
__import__.supplierinfo_60422-2877868,12.65
__import__.supplierinfo_60422-2877900,5.81
__import__.supplierinfo_60422-2877918,7.19
__import__.supplierinfo_60422-2879534,18.52
__import__.supplierinfo_60422-2881548,16.53
__import__.supplierinfo_60422-2909737,53.03
__import__.supplierinfo_60422-2923621,8.48
__import__.supplierinfo_60422-2923647,4.24
__import__.supplierinfo_60422-2923738,4.24
__import__.supplierinfo_60422-2936797,22.95
__import__.supplierinfo_60422-2987691,6.09
__import__.supplierinfo_60422-3004090,31.42
__import__.supplierinfo_60422-3004140,5.09
__import__.supplierinfo_60422-3028149,17.13
__import__.supplierinfo_60422-3122465,61.49
__import__.supplierinfo_60422-3166998,6.13
__import__.supplierinfo_60422-3268489,8.37
__import__.supplierinfo_60422-3367620,186.84
__import__.supplierinfo_60422-5000016,25.95
__import__.supplierinfo_60422-5044143,10.99
__import__.supplierinfo_60422-5047500,88.65
__import__.supplierinfo_60422-5070403,36.45
__import__.supplierinfo_60422-5090313,51.16
__import__.supplierinfo_60422-5090321,28.67
__import__.supplierinfo_60422-5090354,22.59
__import__.supplierinfo_60422-5260033,7.43
__import__.supplierinfo_60422-5260034,44.01
__import__.supplierinfo_60422-5260038,8.19
__import__.supplierinfo_60422-5260042,13.36
__import__.supplierinfo_60422-5270403,0.45
__import__.supplierinfo_60422-5901896,4.15
__import__.supplierinfo_60422-6042845,4.90
__import__.supplierinfo_60422-8031477,6.30
__import__.supplierinfo_60422-8031595,4.12
__import__.supplierinfo_60422-8097275,12.20
__import__.supplierinfo_60433-5999981,90.08
__import__.supplierinfo_60436-5042804,95.00
__import__.supplierinfo_61593-8214077,0.92
__import__.supplierinfo_61593-8214114,0.92
__import__.supplierinfo_61593-8214166,1.27
__import__.supplierinfo_61593-8214189,1.01
__import__.supplierinfo_61594-5159400,14.90
__import__.supplierinfo_61645-5006110,16.92
__import__.supplierinfo_61645-5105300,22.53
__import__.supplierinfo_61645-5161300,35.07
__import__.supplierinfo_61645-5161310,11.64
__import__.supplierinfo_61645-5161410,11.31
__import__.supplierinfo_61645-5161510,9.04
__import__.supplierinfo_61645-5163200,31.40
__import__.supplierinfo_61645-5164507,13.65
__import__.supplierinfo_61645-5164519,10.95
__import__.supplierinfo_61645-5164531,8.99
__import__.supplierinfo_61645-5164534,32.83
__import__.supplierinfo_61645-5164544,6.03
__import__.supplierinfo_61645-5164545,38.48
__import__.supplierinfo_61645-5164550,11.87
__import__.supplierinfo_61645-5164551,36.70
__import__.supplierinfo_61645-5164556,33.50
__import__.supplierinfo_61645-5164558,11.70
__import__.supplierinfo_61645-5165110,36.72
__import__.supplierinfo_61745-5168070,1349.60
__import__.supplierinfo_61745-5402468,600.00
__import__.supplierinfo_61800-1362100,14.93
__import__.supplierinfo_61800-2171886,37.12
__import__.supplierinfo_61800-2171887,33.26
__import__.supplierinfo_61800-2171888,37.12
__import__.supplierinfo_61800-2171889,37.12
__import__.supplierinfo_61800-2171890,37.12
__import__.supplierinfo_61800-2171892,37.12
__import__.supplierinfo_61800-2172132,33.26
__import__.supplierinfo_61800-5065833,13.68
__import__.supplierinfo_61800-5066943,13.68
__import__.supplierinfo_61800-5124590,10.08
__import__.supplierinfo_61800-5124610,15.96
__import__.supplierinfo_61800-5169596,15.96
__import__.supplierinfo_61800-5171004,15.96
__import__.supplierinfo_61800-5171549,10.08
__import__.supplierinfo_61800-5171894,10.08
__import__.supplierinfo_61800-5171995,13.68
__import__.supplierinfo_61800-5171996,13.68
__import__.supplierinfo_61800-5172061,9.59
__import__.supplierinfo_61800-5172069,10.08
__import__.supplierinfo_61800-5272132,11.33
__import__.supplierinfo_61800-5272211,11.08
__import__.supplierinfo_61800-5272213,11.06
__import__.supplierinfo_61800-5272214,11.06
__import__.supplierinfo_61800-5272215,11.08
__import__.supplierinfo_61800-5272216,11.08
__import__.supplierinfo_61800-5272431,28.57
__import__.supplierinfo_61800-5272432,28.57
__import__.supplierinfo_61800-5272433,28.57
__import__.supplierinfo_61800-5272434,28.57
__import__.supplierinfo_61800-5272436,31.50
__import__.supplierinfo_61800-5272437,31.50
__import__.supplierinfo_61800-5272438,32.65
__import__.supplierinfo_61800-5272439,31.35
__import__.supplierinfo_61800-5272550,28.57
__import__.supplierinfo_61800-5272555,32.65
__import__.supplierinfo_61800-5272557,33.61
__import__.supplierinfo_61800-5272558,33.61
__import__.supplierinfo_61800-5272563,19.52
__import__.supplierinfo_61800-5272564,19.52
__import__.supplierinfo_61800-5272565,20.03
__import__.supplierinfo_61800-5272570,33.61
__import__.supplierinfo_61800-5272581,20.03
__import__.supplierinfo_61800-5272582,20.03
__import__.supplierinfo_61800-5272618,11.33
__import__.supplierinfo_61800-5272619,11.33
__import__.supplierinfo_61800-5272647,11.06
__import__.supplierinfo_61800-5272648,11.08
__import__.supplierinfo_61800-5272675,11.33
__import__.supplierinfo_61800-5272683,11.33
__import__.supplierinfo_61800-5272704,20.03
__import__.supplierinfo_61800-5272705,20.03
__import__.supplierinfo_61800-5272707,19.52
__import__.supplierinfo_61800-5272750,20.03
__import__.supplierinfo_61800-5294770,33.61
__import__.supplierinfo_61800-5294793,33.61
__import__.supplierinfo_61800-5522200,15.96
__import__.supplierinfo_61800-8149200,15.96
__import__.supplierinfo_61800-8841200,15.96
__import__.supplierinfo_61800-8841400,15.96
__import__.supplierinfo_61800-8841500,10.08
__import__.supplierinfo_61800-9421100,15.96
__import__.supplierinfo_61800-9436900,9.59
__import__.supplierinfo_61800-9536600,10.08
__import__.supplierinfo_61920-6774820,199.95
__import__.supplierinfo_61970-4627460,105.00
__import__.supplierinfo_61970-5197000,31.92
__import__.supplierinfo_61970-5197001,8.40
__import__.supplierinfo_61970-5197002,6.09
__import__.supplierinfo_61970-5197003,10.08
__import__.supplierinfo_61970-5197004,15.96
__import__.supplierinfo_61970-5197008,18.48
__import__.supplierinfo_61970-6197006,11.76
__import__.supplierinfo_61970-6840001,109.20
__import__.supplierinfo_61970-7944359,357.00
__import__.supplierinfo_62580-6259676,152.00
__import__.supplierinfo_62580-7483993,0.68
__import__.supplierinfo_62600-0029132,12.15
__import__.supplierinfo_62600-0810879,71.09
__import__.supplierinfo_62600-1088897,51.59
__import__.supplierinfo_62600-1122118,12.24
__import__.supplierinfo_62600-1122126,5.33
__import__.supplierinfo_62600-1255058,5.17
__import__.supplierinfo_62600-1357243,14.55
__import__.supplierinfo_62600-1435981,16.26
__import__.supplierinfo_62600-1770510,11.80
__import__.supplierinfo_62600-1770528,13.32
__import__.supplierinfo_62600-2087070,12.91
__import__.supplierinfo_62600-2087088,17.84
__import__.supplierinfo_62600-2247856,7.79
__import__.supplierinfo_62600-2247872,10.03
__import__.supplierinfo_62600-2247898,12.05
__import__.supplierinfo_62600-2385987,31.15
__import__.supplierinfo_62600-2457687,69.09
__import__.supplierinfo_62600-2457711,79.26
__import__.supplierinfo_62600-2457729,70.15
__import__.supplierinfo_62600-2554509,51.27
__import__.supplierinfo_62600-2656742,115.83
__import__.supplierinfo_62600-2656759,13.26
__import__.supplierinfo_62600-2679157,70.52
__import__.supplierinfo_62600-2679215,49.38
__import__.supplierinfo_62600-2720704,49.26
__import__.supplierinfo_62600-2764090,25.74
__import__.supplierinfo_62600-2764108,18.61
__import__.supplierinfo_62600-2764116,19.56
__import__.supplierinfo_62600-2764124,22.61
__import__.supplierinfo_62600-2885481,17.82
__import__.supplierinfo_62600-2885499,21.80
__import__.supplierinfo_62600-2886943,6.67
__import__.supplierinfo_62600-2890184,20.92
__import__.supplierinfo_62600-2890192,15.94
__import__.supplierinfo_62600-2890200,15.94
__import__.supplierinfo_62600-3162310,79.64
__import__.supplierinfo_62600-3162328,69.96
__import__.supplierinfo_62600-3162336,60.53
__import__.supplierinfo_62600-3245685,171.18
__import__.supplierinfo_62600-6260010,210.91
__import__.supplierinfo_62653-5310101,7.90
__import__.supplierinfo_62677-8366338,85.28
__import__.supplierinfo_62779-4116755,1.49
__import__.supplierinfo_62779-5038751,4.90
__import__.supplierinfo_62900-8287455,9.20
__import__.supplierinfo_63198-8361909,2.16
__import__.supplierinfo_63502-0081620,22.65
__import__.supplierinfo_63502-1429935,5.38
__import__.supplierinfo_63502-1929927,5.65
__import__.supplierinfo_63505-0259754,11.04
__import__.supplierinfo_63505-0399782,12.39
__import__.supplierinfo_63505-0399915,43.69
__import__.supplierinfo_63505-1179985,10.36
__import__.supplierinfo_63505-5350502,15.86
__import__.supplierinfo_63505-5350503,56.49
__import__.supplierinfo_63505-5350504,79.93
__import__.supplierinfo_63505-6350501,48.00
__import__.supplierinfo_63505-6350504,13.18
__import__.supplierinfo_63505-6350508,5.75
__import__.supplierinfo_63505-6350511,33.54
__import__.supplierinfo_63505-6350512,19.67
__import__.supplierinfo_63505-6350524,35.39
__import__.supplierinfo_63505-6350538,2.90
__import__.supplierinfo_63505-6350545,18.71
__import__.supplierinfo_63505-6350546,144.19
__import__.supplierinfo_63505-6350549,43.70
__import__.supplierinfo_63505-6350562,6.06
__import__.supplierinfo_63505-6350563,24.79
__import__.supplierinfo_63505-6350568,33.42
__import__.supplierinfo_63505-6350569,33.12
__import__.supplierinfo_63505-6350573,13.14
__import__.supplierinfo_63550-5058113,3.09
__import__.supplierinfo_63550-5099020,9.41
__import__.supplierinfo_63550-5111525,63.81
__import__.supplierinfo_63550-5211525,63.81
__import__.supplierinfo_63550-5635501,14.57
__import__.supplierinfo_63550-5943100,24.95
__import__.supplierinfo_63550-8012416,3.09
__import__.supplierinfo_63550-8051333,3.19
__import__.supplierinfo_63550-8387576,15.61
__import__.supplierinfo_63550-8481973,3.45
__import__.supplierinfo_63550-8970152,33.09
__import__.supplierinfo_63556-5215136,31.50
__import__.supplierinfo_63556-5248550,88.50
__import__.supplierinfo_63610-1021350,20.11
__import__.supplierinfo_63610-1021360,27.09
__import__.supplierinfo_63610-1021370,34.07
__import__.supplierinfo_63610-1021380,40.23
__import__.supplierinfo_63610-1021390,80.46
__import__.supplierinfo_63771-5001010,6.20
__import__.supplierinfo_63771-5241640,10.75
__import__.supplierinfo_63771-8002582,6.20
__import__.supplierinfo_63771-8002642,6.20
__import__.supplierinfo_63771-8241540,10.85
__import__.supplierinfo_63771-8241825,10.85
__import__.supplierinfo_64010-5250031,6.90
__import__.supplierinfo_64275-2586469,44.00
__import__.supplierinfo_64275-2586717,36.00
__import__.supplierinfo_64275-2659035,18.00
__import__.supplierinfo_64275-2718229,19.25
__import__.supplierinfo_64275-2886885,39.38
__import__.supplierinfo_64275-3213806,18.00
__import__.supplierinfo_64350-5100105,28.80
__import__.supplierinfo_64350-5190222,8596.80
__import__.supplierinfo_64350-5671002,13.68
__import__.supplierinfo_64350-8382366,16.56
__import__.supplierinfo_64350-8382389,15.84
__import__.supplierinfo_64355-5700035,20.21
__import__.supplierinfo_64460-6446000,46.09
__import__.supplierinfo_64460-6446002,49.57
__import__.supplierinfo_64460-6446003,46.96
__import__.supplierinfo_64460-6446007,49.57
__import__.supplierinfo_64460-6446020,23.48
__import__.supplierinfo_64460-6446022,46.96
__import__.supplierinfo_65020-5353003,280.00
__import__.supplierinfo_66008-1036706,5.70
__import__.supplierinfo_66008-1575398,8.10
__import__.supplierinfo_66008-1635598,53.37
__import__.supplierinfo_66008-1662865,13.20
__import__.supplierinfo_66008-1662873,4.50
__import__.supplierinfo_66008-1662881,4.50
__import__.supplierinfo_66008-1761865,4.77
__import__.supplierinfo_66008-2064525,5.04
__import__.supplierinfo_66008-2073088,7.83
__import__.supplierinfo_66008-2167393,29.57
__import__.supplierinfo_66008-2288926,49.56
__import__.supplierinfo_66008-2288934,193.80
__import__.supplierinfo_66008-2288983,65.88
__import__.supplierinfo_66008-2289304,47.18
__import__.supplierinfo_66008-2436905,6.44
__import__.supplierinfo_66008-2436913,9.54
__import__.supplierinfo_66008-2502722,7.06
__import__.supplierinfo_66008-2520872,6.72
__import__.supplierinfo_66008-2553188,3.38
__import__.supplierinfo_66008-2553204,5.80
__import__.supplierinfo_66008-2553220,14.59
__import__.supplierinfo_66008-2553238,110.88
__import__.supplierinfo_66008-2561165,48.50
__import__.supplierinfo_66008-2648079,8.66
__import__.supplierinfo_66008-2687994,5.54
__import__.supplierinfo_66008-2727592,5.93
__import__.supplierinfo_66008-2828440,63.81
__import__.supplierinfo_66008-2833929,16.17
__import__.supplierinfo_66008-2875250,6.55
__import__.supplierinfo_66008-2914216,38.03
__import__.supplierinfo_66008-2956175,3.68
__import__.supplierinfo_66008-2956183,22.64
__import__.supplierinfo_66008-2956209,32.72
__import__.supplierinfo_66008-2985174,7.41
__import__.supplierinfo_66008-2985208,6.05
__import__.supplierinfo_66008-3041811,9.00
__import__.supplierinfo_66008-3045499,4.18
__import__.supplierinfo_66008-3052990,22.95
__import__.supplierinfo_66008-3060126,19.80
__import__.supplierinfo_66008-3085867,8.04
__import__.supplierinfo_66008-3134657,5.32
__import__.supplierinfo_66008-3142619,3.68
__import__.supplierinfo_66008-3272994,6.98
__import__.supplierinfo_66008-3273000,4.64
__import__.supplierinfo_66008-3296308,6.93
__import__.supplierinfo_66008-3378924,6.40
__import__.supplierinfo_66008-3407400,4.48
__import__.supplierinfo_66008-3414620,10.55
__import__.supplierinfo_66008-3445186,21.15
__import__.supplierinfo_66008-3502606,32.40
__import__.supplierinfo_66008-5014443,3.33
__import__.supplierinfo_66008-5140397,2.21
__import__.supplierinfo_66008-6008859,27.22
__import__.supplierinfo_66008-6600801,13.36
__import__.supplierinfo_66008-6600810,7.83
__import__.supplierinfo_66008-6600819,116.85
__import__.supplierinfo_66008-6600827,63.90
__import__.supplierinfo_66008-6600864,7.35
__import__.supplierinfo_66008-6600870,5.76
__import__.supplierinfo_66008-6600871,5.76
__import__.supplierinfo_66008-6600874,4.46
__import__.supplierinfo_66008-6600876,20.03
__import__.supplierinfo_66008-6600881,6.12
__import__.supplierinfo_66008-6600885,8.08
__import__.supplierinfo_66008-6600886,48.74
__import__.supplierinfo_66008-6600887,66.45
__import__.supplierinfo_66008-6600890,44.30
__import__.supplierinfo_66155-5014681,12.56
__import__.supplierinfo_66155-5144026,23.02
__import__.supplierinfo_66155-5144038,23.02
__import__.supplierinfo_66155-5324002,23.30
__import__.supplierinfo_66155-5354605,14.55
__import__.supplierinfo_66155-5402065,948.75
__import__.supplierinfo_66155-5402069,0.70
__import__.supplierinfo_66155-8021645,23.30
__import__.supplierinfo_66200-0041921,21.77
__import__.supplierinfo_66200-0071514,4.72
__import__.supplierinfo_66200-1204429,36.22
__import__.supplierinfo_66200-1355890,189.24
__import__.supplierinfo_66200-1398973,78.76
__import__.supplierinfo_66200-1455146,44.58
__import__.supplierinfo_66200-1465830,187.14
__import__.supplierinfo_66200-1685361,93.12
__import__.supplierinfo_66200-1693795,11.75
__import__.supplierinfo_66200-2061281,29.03
__import__.supplierinfo_66200-2101780,18.08
__import__.supplierinfo_66200-2352813,21.33
__import__.supplierinfo_66200-2407351,8.15
__import__.supplierinfo_66200-2407401,20.86
__import__.supplierinfo_66200-2407419,15.01
__import__.supplierinfo_66200-2479129,26.41
__import__.supplierinfo_66200-2563401,163.28
__import__.supplierinfo_66200-2619278,66.47
__import__.supplierinfo_66200-3084092,22.46
__import__.supplierinfo_66200-3127958,13.74
__import__.supplierinfo_66200-3394269,92.00
__import__.supplierinfo_66200-5170000,7.91
__import__.supplierinfo_66200-5620001,23.51
__import__.supplierinfo_66200-5620002,24.71
__import__.supplierinfo_66200-6170002,185.80
__import__.supplierinfo_66249-5624900,43.39
__import__.supplierinfo_66249-5624901,24.03
__import__.supplierinfo_66249-5624902,13.42
__import__.supplierinfo_66249-5624903,45.39
__import__.supplierinfo_66249-5624906,17.48
__import__.supplierinfo_66249-5624907,17.16
__import__.supplierinfo_66249-5624908,53.83
__import__.supplierinfo_66249-5624909,16.31
__import__.supplierinfo_66310-5630210,1125.00
__import__.supplierinfo_66310-5640100,513.00
__import__.supplierinfo_66445-5869001,75.60
__import__.supplierinfo_66906-0022014,143.34
__import__.supplierinfo_66906-0102749,5.31
__import__.supplierinfo_66906-1048236,3.27
__import__.supplierinfo_66906-1180033,39.81
__import__.supplierinfo_66906-1351469,40.05
__import__.supplierinfo_66906-1371814,6.34
__import__.supplierinfo_66906-1371939,11.02
__import__.supplierinfo_66906-1400903,23.25
__import__.supplierinfo_66906-1418276,12.86
__import__.supplierinfo_66906-1778141,47.68
__import__.supplierinfo_66906-2249613,4.43
__import__.supplierinfo_66906-2249639,71.77
__import__.supplierinfo_66906-2269876,8.11
__import__.supplierinfo_66906-2281046,31.69
__import__.supplierinfo_66906-2281053,15.41
__import__.supplierinfo_66906-2281061,55.40
__import__.supplierinfo_66906-2518827,16.14
__import__.supplierinfo_66906-2518850,37.15
__import__.supplierinfo_66906-2543031,6.87
__import__.supplierinfo_66906-2543049,34.97
__import__.supplierinfo_66906-2604957,13.69
__import__.supplierinfo_66906-2604965,2.32
__import__.supplierinfo_66906-2604973,6.44
__import__.supplierinfo_66906-2604981,7.72
__import__.supplierinfo_66906-2605061,20.38
__import__.supplierinfo_66906-2658615,24.78
__import__.supplierinfo_66906-2727253,6.71
__import__.supplierinfo_66906-2837243,26.37
__import__.supplierinfo_66906-2837250,27.60
__import__.supplierinfo_66906-2837268,42.70
__import__.supplierinfo_66906-2838878,12.13
__import__.supplierinfo_66906-2853273,125.76
__import__.supplierinfo_66906-2954568,12.43
__import__.supplierinfo_66906-2954600,27.26
__import__.supplierinfo_66906-2990679,46.88
__import__.supplierinfo_66906-2990687,51.89
__import__.supplierinfo_66906-3007945,6.75
__import__.supplierinfo_66906-3022621,45.00
__import__.supplierinfo_66906-3031895,11.64
__import__.supplierinfo_66906-3045580,7.84
__import__.supplierinfo_66906-3048048,36.20
__import__.supplierinfo_66906-3052362,6.59
__import__.supplierinfo_66906-3052370,9.14
__import__.supplierinfo_66906-3052388,6.78
__import__.supplierinfo_66906-3078755,21.14
__import__.supplierinfo_66906-3083763,38.00
__import__.supplierinfo_66906-3083789,25.74
__import__.supplierinfo_66906-3163813,6.77
__import__.supplierinfo_66906-3163839,7.68
__import__.supplierinfo_66906-3163847,8.05
__import__.supplierinfo_66906-3277142,4.28
__import__.supplierinfo_66906-3277159,10.69
__import__.supplierinfo_66906-3277175,13.14
__import__.supplierinfo_66906-3277191,13.14
__import__.supplierinfo_66906-3280757,8.35
__import__.supplierinfo_66906-3294015,26.65
__import__.supplierinfo_66906-3309184,14.10
__import__.supplierinfo_66906-3309192,17.64
__import__.supplierinfo_66906-3338951,5.55
__import__.supplierinfo_66906-3338969,5.14
__import__.supplierinfo_66906-3455862,7.32
__import__.supplierinfo_66906-5048248,117.50
__import__.supplierinfo_66906-5420004,22.13
__import__.supplierinfo_66906-5690602,5.97
__import__.supplierinfo_66906-5690604,60.00
__import__.supplierinfo_66906-6690604,18.05
__import__.supplierinfo_67530-1010610,10.76
__import__.supplierinfo_67530-1010630,14.24
__import__.supplierinfo_67530-1010640,15.93
__import__.supplierinfo_67530-1010660,18.18
__import__.supplierinfo_67530-1010670,30.09
__import__.supplierinfo_67530-1010730,18.19
__import__.supplierinfo_67530-1010750,21.12
__import__.supplierinfo_67530-1010760,23.84
__import__.supplierinfo_67530-1010770,27.23
__import__.supplierinfo_67530-1010780,30.50
__import__.supplierinfo_67530-1019590,38.19
__import__.supplierinfo_67530-1019630,1.70
__import__.supplierinfo_67530-1019670,1.70
__import__.supplierinfo_67530-1032230,6.98
__import__.supplierinfo_67530-1032240,9.16
__import__.supplierinfo_67530-5027815,9.18
__import__.supplierinfo_67530-5100533,50.87
__import__.supplierinfo_67530-5107142,2.90
__import__.supplierinfo_67530-5107144,4.55
__import__.supplierinfo_67530-5107150,7.41
__import__.supplierinfo_67530-5107152,6.16
__import__.supplierinfo_67530-5147768,3.82
__import__.supplierinfo_67530-5147778,4.49
__import__.supplierinfo_67530-5157395,8.93
__import__.supplierinfo_67530-5157397,11.16
__import__.supplierinfo_67530-5157398,19.37
__import__.supplierinfo_67530-5157696,11.28
__import__.supplierinfo_67530-5157746,11.28
__import__.supplierinfo_67530-5192750,79.12
__import__.supplierinfo_67530-5227286,20.93
__import__.supplierinfo_67530-5227970,2.81
__import__.supplierinfo_67530-5304811,20.34
__import__.supplierinfo_67530-5306013,3.13
__import__.supplierinfo_67530-5306300,9.17
__import__.supplierinfo_67530-5306302,10.59
__import__.supplierinfo_67530-5306308,15.36
__import__.supplierinfo_67530-5306310,20.04
__import__.supplierinfo_67530-5306312,23.88
__import__.supplierinfo_67530-5306314,3.86
__import__.supplierinfo_67530-5306316,20.11
__import__.supplierinfo_67530-5306413,4.59
__import__.supplierinfo_67530-5307834,8.09
__import__.supplierinfo_67530-5317440,5.31
__import__.supplierinfo_67530-5340564,21.84
__import__.supplierinfo_67530-5340817,22.68
__import__.supplierinfo_67530-5340839,65.15
__import__.supplierinfo_67530-5340902,24.84
__import__.supplierinfo_67530-5340920,82.03
__import__.supplierinfo_67530-5343015,50.78
__import__.supplierinfo_67530-5920081,14.09
__import__.supplierinfo_67530-8003357,19.36
__import__.supplierinfo_67530-8003707,23.76
__import__.supplierinfo_67530-8003765,28.76
__import__.supplierinfo_67530-8003794,35.82
__import__.supplierinfo_67530-8003860,5.92
__import__.supplierinfo_67530-8007697,2.01
__import__.supplierinfo_67530-8022567,129.85
__import__.supplierinfo_67530-8025181,16.06
__import__.supplierinfo_67530-8036291,22.72
__import__.supplierinfo_67530-8044008,41.83
__import__.supplierinfo_67530-8078378,24.22
__import__.supplierinfo_67530-8202625,24.82
__import__.supplierinfo_67530-8205552,8.10
