id,price
__import__.supplierinfo_promo_67530-5157397-20180501,11.16
__import__.supplierinfo_promo_77618-5760305-20180201,45.52
__import__.supplierinfo_promo_77618-5760306-20180201,45.52
__import__.supplierinfo_promo_77618-5760307-20180201,47.17
__import__.supplierinfo_promo_77618-5760308-20180201,46.70
__import__.supplierinfo_promo_77618-5760309-20180201,47.65
__import__.supplierinfo_promo_77618-5760310-20180201,50.73
__import__.supplierinfo_promo_77618-5760311-20180201,41.26
__import__.supplierinfo_promo_77618-5760312-20180201,41.26
__import__.supplierinfo_promo_77618-5760313-20180201,36.42
__import__.supplierinfo_promo_77618-5760314-20180201,36.42
__import__.supplierinfo_promo_77618-5760315-20180201,41.51
__import__.supplierinfo_promo_77618-5760316-20180201,44.10
__import__.supplierinfo_promo_77618-5760317-20180201,44.58
__import__.supplierinfo_promo_77618-5760318-20180201,47.17
__import__.supplierinfo_promo_77618-5760319-20180201,12.38
__import__.supplierinfo_promo_77618-5760320-20180201,12.38
__import__.supplierinfo_promo_77618-5760321-20180201,13.65
__import__.supplierinfo_promo_77618-5760322-20180201,13.65
__import__.supplierinfo_promo_77618-5760323-20180201,11.46
__import__.supplierinfo_promo_77618-5760324-20180201,38.18
__import__.supplierinfo_promo_77618-5760325-20180201,11.39
__import__.supplierinfo_promo_77618-5760326-20180201,37.94
__import__.supplierinfo_promo_77618-5760327-20180201,15.50
__import__.supplierinfo_promo_77618-5760328-20180201,51.67
__import__.supplierinfo_promo_77618-5760329-20180201,15.50
__import__.supplierinfo_promo_77618-5760330-20180201,51.67
__import__.supplierinfo_promo_77618-5760331-20180201,48.83
__import__.supplierinfo_promo_77618-5760332-20180201,48.35
__import__.supplierinfo_promo_77618-5760333-20180201,47.88
__import__.supplierinfo_promo_77618-5760336-20180201,28.98
__import__.supplierinfo_promo_77618-5760337-20180201,30.74
__import__.supplierinfo_promo_77618-5760338-20180201,28.98
__import__.supplierinfo_promo_77618-5760339-20180201,30.74
__import__.supplierinfo_promo_77618-5760340-20180201,93.08
__import__.supplierinfo_promo_77618-5760341-20180201,116.70
__import__.supplierinfo_promo_77618-5760346-20180201,35.51
__import__.supplierinfo_promo_77618-5760347-20180201,36.41
__import__.supplierinfo_promo_77618-5760348-20180201,41.48
__import__.supplierinfo_promo_77618-5760349-20180201,47.17
__import__.supplierinfo_promo_77618-5760350-20180201,10.83
__import__.supplierinfo_promo_77618-5760354-20180201,32.38
__import__.supplierinfo_promo_77618-5760360-20180201,51.28
__import__.supplierinfo_promo_77618-5760362-20180201,51.54
__import__.supplierinfo_promo_77618-5760363-20180201,49.59
__import__.supplierinfo_promo_77618-5760364-20180201,51.54
__import__.supplierinfo_promo_77618-5760365-20180201,49.59
__import__.supplierinfo_promo_77618-5760366-20180201,51.28
__import__.supplierinfo_promo_77618-5760367-20180201,49.59
__import__.supplierinfo_promo_77618-5760370-20180201,59.37
__import__.supplierinfo_promo_77618-5760371-20180201,62.87
__import__.supplierinfo_promo_77618-5760391-20180201,51.28
__import__.supplierinfo_promo_77618-5760393-20180201,49.59
__import__.supplierinfo_promo_77618-5760397-20180201,55.10
__import__.supplierinfo_promo_77618-5760399-20180201,58.56
__import__.supplierinfo_promo_77618-5760401-20180201,51.54
__import__.supplierinfo_promo_77618-5760416-20180201,43.21
__import__.supplierinfo_promo_77618-5760417-20180201,42.06
__import__.supplierinfo_promo_77618-5760418-20180201,48.71
__import__.supplierinfo_promo_77618-5776181-20180401,61.65
__import__.supplierinfo_promo_77618-5776183-20171201,50.68
__import__.supplierinfo_promo_77618-5776183-20180401,50.68
__import__.supplierinfo_promo_77618-5776184-20180401,68.60
__import__.supplierinfo_promo_77618-5776185-20180401,70.28
__import__.supplierinfo_promo_77618-5776186-20171201,64.02
__import__.supplierinfo_promo_77618-5776186-20180401,64.02
__import__.supplierinfo_promo_77618-5776187-20180401,51.69
__import__.supplierinfo_promo_77618-5776188-20180401,60.46
__import__.supplierinfo_promo_77618-5776189-20171201,49.22
__import__.supplierinfo_promo_77618-5776189-20180401,49.22
__import__.supplierinfo_promo_77618-5776190-20180401,49.22
__import__.supplierinfo_promo_77618-5776191-20171201,116.00
__import__.supplierinfo_promo_77618-5776191-20180401,116.00
__import__.supplierinfo_promo_77618-5776192-20180401,24.20
__import__.supplierinfo_promo_77618-5776195-20171201,68.11
__import__.supplierinfo_promo_77618-5776195-20180401,68.11
__import__.supplierinfo_promo_77618-5776196-20171201,63.28
__import__.supplierinfo_promo_77618-5776196-20180201,63.28
__import__.supplierinfo_promo_77618-5776196-20180401,63.28
__import__.supplierinfo_promo_77618-5776197-20171201,63.37
__import__.supplierinfo_promo_77618-5776197-20180401,63.37
__import__.supplierinfo_promo_77618-7760306-20180201,64.43
__import__.supplierinfo_promo_77618-7760307-20180201,75.38
__import__.supplierinfo_promo_77618-7760344-20180201,72.52
__import__.supplierinfo_promo_77618-7760345-20180201,78.04
__import__.supplierinfo_promo_83300-8330039-20160201,82.73
__import__.supplierinfo_promo_83300-8330039-20160501,82.73
__import__.supplierinfo_promo_83300-8330039-20160801,82.73
__import__.supplierinfo_promo_83300-8330039-20161101,82.73
__import__.supplierinfo_promo_83300-8330039-20170501,82.73
__import__.supplierinfo_promo_83300-8330039-20170801,82.73
__import__.supplierinfo_promo_83300-8330039-20171101,82.73
__import__.supplierinfo_promo_83300-8330039-20180201,82.73
