id,price
__import__.supplierinfo_64275-2586717,51.33
__import__.supplierinfo_64275-3131679,91.57
__import__.supplierinfo_74166-8361418,33.00
__import__.supplierinfo_79001-6708935,4.95
__import__.supplierinfo_79001-6745008,6.09
__import__.supplierinfo_79001-6784592,113.98
__import__.supplierinfo_79001-6833416,292.74
__import__.supplierinfo_79001-6848553,14.09
__import__.supplierinfo_79001-6861163,11.61
__import__.supplierinfo_79001-6993752,12.82
__import__.supplierinfo_79001-7640240,22.26
__import__.supplierinfo_79001-8079805,45.08
