id,ratio_main_product,date_start,name/id,ratio_promotional_product,sequence,price,product_tmpl_id/id,min_qty_sale,discount_sale,date_end,product_code,discount_purchase
__import__.supplierinfo_promo_83300-3761913-20181025,0,2018-10-25,__import__.supplier_83300,0,1,11.39,__import__.product_3761913_product_template,1,10.00,2018-10-31,,10.00
__import__.supplierinfo_promo_83300-3770237-20181025,0,2018-10-25,__import__.supplier_83300,0,1,11.97,__import__.product_3770237_product_template,1,10.00,2018-10-31,,10.00
__import__.supplierinfo_promo_83300-3770245-20181025,0,2018-10-25,__import__.supplier_83300,0,1,18.30,__import__.product_3770245_product_template,1,10.00,2018-10-31,,10.00
__import__.supplierinfo_promo_77618-5760351-20181001,0,2018-10-01,__import__.supplier_77618,0,1,47.83,__import__.product_5760351_product_template,1,15.00,2018-11-30,,15.00
__import__.supplierinfo_promo_79200-5929140-20181020,0,2018-10-20,__import__.supplier_79200,0,1,105.00,__import__.product_5929140_product_template,1,20.00,2018-11-30,ST01,20.00
__import__.supplierinfo_promo_79200-5929141-20181020,0,2018-10-20,__import__.supplier_79200,0,1,105.00,__import__.product_5929141_product_template,1,20.00,2018-11-30,ST11,20.00
__import__.supplierinfo_promo_79200-5929142-20181020,0,2018-10-20,__import__.supplier_79200,0,1,105.00,__import__.product_5929142_product_template,1,20.00,2018-11-30,ST21,20.00
__import__.supplierinfo_promo_79200-5929144-20181020,0,2018-10-20,__import__.supplier_79200,0,1,105.00,__import__.product_5929144_product_template,1,20.00,2018-11-30,ST41,20.00
__import__.supplierinfo_promo_79200-5929152-20181020,0,2018-10-20,__import__.supplier_79200,0,1,105.00,__import__.product_5929152_product_template,1,20.00,2018-11-30,ST62,20.00
__import__.supplierinfo_promo_66906-2727253-20181101,0,2018-11-01,__import__.supplier_66906,0,1,8.57,__import__.product_2727253_product_template,1,10.00,2018-11-30,,10.00
__import__.supplierinfo_promo_71100-0660944-20181101,0,2018-11-01,__import__.supplier_71100,0,1,4.15,__import__.product_0660944_product_template,1,10.00,2018-11-30,,10.00
__import__.supplierinfo_promo_71100-0660945-20181101,0,2018-11-01,__import__.supplier_71100,0,1,7.75,__import__.product_0660945_product_template,1,10.00,2018-11-30,,10.00
__import__.supplierinfo_promo_71100-0660946-20181101,0,2018-11-01,__import__.supplier_71100,0,1,16.13,__import__.product_0660946_product_template,1,10.00,2018-11-30,,10.00
__import__.supplierinfo_promo_71100-3103801-20181101,0,2018-11-01,__import__.supplier_71100,0,1,30.60,__import__.product_3103801_product_template,1,10.00,2018-11-30,IV144884,10.00
__import__.supplierinfo_promo_71100-3103819-20181101,0,2018-11-01,__import__.supplier_71100,0,1,24.15,__import__.product_3103819_product_template,1,10.00,2018-11-30,IV138777,10.00
__import__.supplierinfo_promo_71100-3103827-20181101,0,2018-11-01,__import__.supplier_71100,0,1,28.05,__import__.product_3103827_product_template,1,10.00,2018-11-30,IV145900,10.00
__import__.supplierinfo_promo_71100-3103835-20181101,0,2018-11-01,__import__.supplier_71100,0,1,34.10,__import__.product_3103835_product_template,1,10.00,2018-11-30,IV142465,10.00
__import__.supplierinfo_promo_71100-3103843-20181101,0,2018-11-01,__import__.supplier_71100,0,1,37.70,__import__.product_3103843_product_template,1,10.00,2018-11-30,IV146900,10.00
__import__.supplierinfo_promo_71100-3103850-20181101,0,2018-11-01,__import__.supplier_71100,0,1,44.75,__import__.product_3103850_product_template,1,10.00,2018-11-30,IV127018,10.00
__import__.supplierinfo_promo_71100-3103868-20181101,0,2018-11-01,__import__.supplier_71100,0,1,52.65,__import__.product_3103868_product_template,1,10.00,2018-11-30,IV138752,10.00
__import__.supplierinfo_promo_71100-3103876-20181101,0,2018-11-01,__import__.supplier_71100,0,1,16.50,__import__.product_3103876_product_template,1,10.00,2018-11-30,IV141523,10.00
__import__.supplierinfo_promo_71100-3103884-20181101,0,2018-11-01,__import__.supplier_71100,0,1,18.45,__import__.product_3103884_product_template,1,10.00,2018-11-30,IV146342,10.00
__import__.supplierinfo_promo_71100-3103892-20181101,0,2018-11-01,__import__.supplier_71100,0,1,20.45,__import__.product_3103892_product_template,1,10.00,2018-11-30,IV144619,10.00
__import__.supplierinfo_promo_71100-6350317-20181101,0,2018-11-01,__import__.supplier_71100,0,1,11.50,__import__.product_6350317_product_template,1,10.00,2018-11-30,,10.00
__import__.supplierinfo_promo_71100-6350318-20181101,0,2018-11-01,__import__.supplier_71100,0,1,24.40,__import__.product_6350318_product_template,1,10.00,2018-11-30,,10.00
__import__.supplierinfo_promo_71100-7110020-20181101,0,2018-11-01,__import__.supplier_71100,0,1,10.20,__import__.product_7110020_product_template,1,10.00,2018-11-30,13550,10.00
__import__.supplierinfo_promo_77602-1684364-20181101,0,2018-11-01,__import__.supplier_77602,0,1,8.41,__import__.product_1684364_product_template,1,10.00,2018-11-30,2304,10.00
__import__.supplierinfo_promo_77602-1684372-20181101,0,2018-11-01,__import__.supplier_77602,0,1,11.98,__import__.product_1684372_product_template,1,10.00,2018-11-30,2305,10.00
__import__.supplierinfo_promo_77602-2049153-20181101,0,2018-11-01,__import__.supplier_77602,0,1,31.40,__import__.product_2049153_product_template,1,10.00,2018-11-30,,10.00
__import__.supplierinfo_promo_77602-3113776-20181101,0,2018-11-01,__import__.supplier_77602,0,1,9.75,__import__.product_3113776_product_template,1,10.00,2018-11-30,432966,10.00
__import__.supplierinfo_promo_82701-2853216-20181101,0,2018-11-01,__import__.supplier_82701,0,1,13.38,__import__.product_2853216_product_template,1,10.00,2018-11-30,,10.00
__import__.supplierinfo_promo_82701-2853224-20181101,0,2018-11-01,__import__.supplier_82701,0,1,10.26,__import__.product_2853224_product_template,1,10.00,2018-11-30,,10.00
__import__.supplierinfo_promo_82701-2853232-20181101,0,2018-11-01,__import__.supplier_82701,0,1,11.78,__import__.product_2853232_product_template,1,10.00,2018-11-30,,10.00
__import__.supplierinfo_promo_82701-2935161-20181101,0,2018-11-01,__import__.supplier_82701,0,1,5.83,__import__.product_2935161_product_template,1,10.00,2018-11-30,,10.00
__import__.supplierinfo_promo_82701-2994473-20181101,0,2018-11-01,__import__.supplier_82701,0,1,32.56,__import__.product_2994473_product_template,1,10.00,2018-11-30,ESSPAARD,10.00
__import__.supplierinfo_promo_82701-3009974-20181101,0,2018-11-01,__import__.supplier_82701,0,1,9.04,__import__.product_3009974_product_template,1,10.00,2018-11-30,ESSHKPCO,10.00
__import__.supplierinfo_promo_82701-3031978-20181101,0,2018-11-01,__import__.supplier_82701,0,1,10.83,__import__.product_3031978_product_template,1,10.00,2018-11-30,ESSHONDA,10.00
__import__.supplierinfo_promo_82701-3031986-20181101,0,2018-11-01,__import__.supplier_82701,0,1,10.96,__import__.product_3031986_product_template,1,10.00,2018-11-30,ESSHKU,10.00
__import__.supplierinfo_promo_82701-3031994-20181101,0,2018-11-01,__import__.supplier_82701,0,1,9.42,__import__.product_3031994_product_template,1,10.00,2018-11-30,ESSKATA,10.00
__import__.supplierinfo_promo_82701-3039740-20181101,0,2018-11-01,__import__.supplier_82701,0,1,8.88,__import__.product_3039740_product_template,1,10.00,2018-11-30,ESSHKC,10.00
__import__.supplierinfo_promo_82701-3073517-20181101,0,2018-11-01,__import__.supplier_82701,0,1,19.35,__import__.product_3073517_product_template,1,10.00,2018-11-30,ESSPAARDB,10.00
__import__.supplierinfo_promo_82701-3113198-20181101,0,2018-11-01,__import__.supplier_82701,0,1,9.00,__import__.product_3113198_product_template,1,10.00,2018-11-30,ESSHKSUN,10.00
__import__.supplierinfo_promo_82701-3133212-20181101,0,2018-11-01,__import__.supplier_82701,0,1,10.59,__import__.product_3133212_product_template,1,10.00,2018-11-30,ESSHKKERA,10.00
__import__.supplierinfo_promo_82701-3159209-20181101,0,2018-11-01,__import__.supplier_82701,0,1,8.22,__import__.product_3159209_product_template,1,10.00,2018-11-30,ESSHKPCS,10.00
__import__.supplierinfo_promo_82701-3159217-20181101,0,2018-11-01,__import__.supplier_82701,0,1,8.22,__import__.product_3159217_product_template,1,10.00,2018-11-30,ESSATOP7S,10.00
__import__.supplierinfo_promo_82701-3204047-20181101,0,2018-11-01,__import__.supplier_82701,0,1,8.30,__import__.product_3204047_product_template,1,10.00,2018-11-30,,10.00
__import__.supplierinfo_promo_82701-3248499-20181101,0,2018-11-01,__import__.supplier_82701,0,1,8.22,__import__.product_3248499_product_template,1,10.00,2018-11-30,ESSHKSS,10.00
__import__.supplierinfo_promo_82701-3294238-20181101,0,2018-11-01,__import__.supplier_82701,0,1,8.36,__import__.product_3294238_product_template,1,10.00,2018-11-30,ESSATOP7HC,10.00
__import__.supplierinfo_promo_82701-5270120-20181101,0,2018-11-01,__import__.supplier_82701,0,1,8.42,__import__.product_5270120_product_template,1,10.00,2018-11-30,ESSHONDB5,10.00
__import__.supplierinfo_promo_82701-5270185-20181101,0,2018-11-01,__import__.supplier_82701,0,1,11.52,__import__.product_5270185_product_template,1,10.00,2018-11-30,,10.00
__import__.supplierinfo_promo_82701-6350305-20181101,0,2018-11-01,__import__.supplier_82701,0,1,18.83,__import__.product_6350305_product_template,1,10.00,2018-11-30,LINCO40P150,10.00
__import__.supplierinfo_promo_82701-6350306-20181101,0,2018-11-01,__import__.supplier_82701,0,1,25.60,__import__.product_6350306_product_template,1,10.00,2018-11-30,,10.00
